0,5
0,12
0,29
0,37
0,40
0,50
0,51
0,60
1,5
1,7
1,22
1,37
1,39
1,54
2,19
2,41
2,45
2,48
3,8
3,17
3,28
3,35
3,36
3,40
3,47
4,9
4,13
4,21
4,38
4,43
5,30
5,50
6,27
6,31
6,32
6,39
6,51
7,16
7,25
7,30
7,31
7,47
7,54
8,14
8,28
8,36
9,17
9,21
9,26
9,33
10,13
10,21
10,26
11,17
11,33
11,40
11,42
11,49
11,59
11,60
12,34
12,44
12,51
12,62
13,21
13,25
13,31
13,46
14,15
14,20
14,24
14,61
15,28
16,29
16,30
16,40
17,26
17,35
17,36
18,23
18,27
18,29
19,58
19,62
20,24
20,40
20,41
20,45
20,60
21,25
21,35
21,36
21,43
22,35
22,37
22,39
22,54
22,59
23,27
23,29
23,48
25,31
25,35
25,47
26,33
26,42
27,29
27,44
27,51
28,47
29,41
29,44
29,48
29,51
29,60
31,38
31,39
31,53
32,39
32,55
33,42
33,52
33,56
33,59
34,52
34,55
34,57
34,59
35,47
35,53
35,54
37,54
38,46
39,50
39,53
40,47
40,54
40,60
40,61
41,44
41,45
41,48
41,60
41,62
42,49
43,52
43,53
44,48
44,58
44,62
47,54
49,60
49,61
50,51
52,55
52,56
52,59
52,65
52,75
52,123
55,65
55,75
56,99
56,123
57,62
60,61
60,62
63,70
63,72
63,75
63,77
63,90
63,95
63,98
63,112
63,117
64,86
64,93
64,95
64,103
64,108
64,111
64,121
65,75
65,88
65,97
65,99
65,116
65,118
66,74
66,81
66,113
66,122
66,163
66,176
67,73
67,75
67,82
67,90
67,91
67,120
68,73
68,87
68,102
68,103
68,108
68,124
68,163
68,164
69,78
69,94
69,120
69,124
69,125
70,75
70,77
70,90
70,105
70,107
70,112
70,116
70,121
71,75
71,82
71,83
72,77
72,85
72,98
73,83
73,95
73,102
73,117
74,76
74,81
74,89
74,103
74,108
75,77
75,97
75,116
75,123
76,86
76,89
76,104
76,107
76,110
76,119
76,121
77,85
77,99
77,107
77,115
