0, |, 4.06, 10.26, |, 0, |, 28, 31, 34
1, |, 3.62, 9.39, |, 0, |, 4, 20, 29, 39
2, |, 4.53, 9.89, |, 0, |, 9, 26, 42
3, |, 3.51, 9.77, |, 0, |, 22, 32, 39, 43
4, |, 3.51, 9.27, |, 0, |, 1, 13, 15, 41
5, |, 3.86, 8.55, |, 0, |, 17, 23
6, |, 2.88, 9.22, |, 0, |, 21, 36, 49
7, |, 3.23, 9.66, |, 0, |, 11, 12, 25, 27
8, |, 3.29, 8.8, |, 0, |, 30, 46, 87
9, |, 4.47, 9.39, |, 0, |, 2, 40, 42
10, |, 3.77, 8.79, |, 0, |, 15, 16, 23, 46
11, |, 3.47, 9.56, |, 0, |, 7, 29, 39, 43
12, |, 3.16, 9.69, |, 0, |, 7, 18
13, |, 3.44, 9.36, |, 0, |, 4, 29, 45
14, |, 3.44, 10.43, |, 0, |, 22, 35
15, |, 3.73, 8.97, |, 0, |, 4, 10, 16, 20, 33, 46
16, |, 4.15, 8.89, |, 0, |, 10, 15, 23, 33, 40
17, |, 3.84, 8.52, |, 0, |, 5, 38
18, |, 3.08, 9.6, |, 0, |, 12, 27, 36, 49
19, |, 4.11, 9.59, |, 0, |, 24, 42, 47
20, |, 3.68, 9.35, |, 0, |, 1, 15, 48
21, |, 3, 9.14, |, 0, |, 6, 30, 49
22, |, 3.51, 10.03, |, 0, |, 3, 14, 25, 32, 35
23, |, 3.91, 8.62, |, 0, |, 5, 10, 16
24, |, 3.9, 9.31, |, 0, |, 19, 33, 37, 47
25, |, 3.4, 9.81, |, 0, |, 7, 22, 43
26, |, 4.26, 9.97, |, 0, |, 2, 28, 31, 42
27, |, 3.32, 9.35, |, 0, |, 7, 18, 41, 45, 49
28, |, 3.91, 9.99, |, 0, |, 0, 26, 31, 34, 42, 44, 47
29, |, 3.5, 9.41, |, 0, |, 1, 11, 13
30, |, 3.19, 8.9, |, 0, |, 8, 21, 41
31, |, 4.15, 10.18, |, 0, |, 0, 26, 28
32, |, 3.7, 10, |, 0, |, 3, 22, 35, 39, 44
33, |, 3.92, 9.18, |, 0, |, 15, 16, 24, 40
34, |, 3.92, 10.27, |, 0, |, 0, 28, 35
35, |, 3.72, 10.28, |, 0, |, 14, 22, 32, 34
36, |, 2.43, 9.91, |, 0, |, 6, 18
37, |, 3.78, 9.35, |, 0, |, 24, 48
38, |, 3.79, 8.51, |, 0, |, 17, 46, 60, 87
39, |, 3.63, 9.68, |, 0, |, 1, 3, 11, 32, 47
40, |, 4.48, 9.24, |, 0, |, 9, 16, 33
41, |, 3.34, 9.25, |, 0, |, 4, 27, 30, 45, 49
42, |, 4.2, 9.67, |, 0, |, 2, 9, 19, 26, 28
43, |, 3.48, 9.76, |, 0, |, 3, 11, 25
44, |, 3.79, 9.99, |, 0, |, 28, 32, 47
45, |, 3.39, 9.34, |, 0, |, 13, 27, 41
46, |, 3.54, 8.77, |, 0, |, 8, 10, 15, 38
47, |, 3.89, 9.63, |, 0, |, 19, 24, 28, 39, 44, 48
48, |, 3.74, 9.38, |, 0, |, 20, 37, 47
49, |, 3.03, 9.29, |, 0, |, 6, 18, 21, 27, 41
50, |, 1.11, 3.57, |, 1, |, 55, 84, 90
51, |, 2.14, 3.46, |, 1, |, 76, 79
52, |, 1.32, 3.33, |, 1, |, 62, 73, 91
53, |, 0.23, 3.36, |, 1, |, 63, 69
54, |, 1.22, 4.6, |, 1, |, 60, 65, 86, 87
55, |, 1.1, 3.52, |, 1, |, 50, 74, 84
56, |, 1.18, 2.79, |, 1, |, 82, 92, 97
57, |, 1.77, 3.75, |, 1, |, 76, 80, 99
58, |, 1.59, 2.92, |, 1, |, 67, 79, 88
59, |, 1.9, 2.67, |, 1, |, 67, 79
