0, |, 5.1, 3.5, 1.4, 0.2, |, Iris-setosa, |, 4 - 0, 7 - 0, 17 - 0, 27 - 0, 28 - 0, 39 - 0, 40 - 0, 49 - 0
1, |, 4.9, 3, 1.4, 0.2, |, Iris-setosa, |, 9 - 0, 12 - 0, 25 - 0, 34 - 0, 35 - 0, 37 - 0, 45 - 0, 49 - 0
2, |, 4.7, 3.2, 1.3, 0.2, |, Iris-setosa, |, 6 - 0, 9 - 0, 11 - 0, 12 - 0, 22 - 0, 30 - 0, 34 - 0, 35 - 0, 37 - 0, 45 - 0, 47 - 0, 49 - 0
3, |, 4.6, 3.1, 1.5, 0.2, |, Iris-setosa, |, 8 - 0, 12 - 0, 29 - 0, 30 - 0, 38 - 0, 45 - 0, 47 - 0
4, |, 5, 3.6, 1.4, 0.2, |, Iris-setosa, |, 0 - 0, 17 - 0, 19 - 0, 21 - 0, 40 - 0, 48 - 0
5, |, 5.4, 3.9, 1.7, 0.4, |, Iris-setosa, |, 10 - 0, 16 - 0, 18 - 0, 19 - 0, 21 - 0, 32 - 0, 33 - 0, 44 - 0, 46 - 0, 48 - 0
6, |, 4.6, 3.4, 1.4, 0.3, |, Iris-setosa, |, 2 - 0, 11 - 0, 22 - 0, 40 - 0, 42 - 0, 47 - 0
7, |, 5, 3.4, 1.5, 0.2, |, Iris-setosa, |, 0 - 0, 11 - 0, 17 - 0, 26 - 0, 39 - 0, 49 - 0
8, |, 4.4, 2.9, 1.4, 0.2, |, Iris-setosa, |, 3 - 0, 38 - 0, 41 - 0
9, |, 4.9, 3.1, 1.5, 0.1, |, Iris-setosa, |, 1 - 0, 2 - 0, 12 - 0, 25 - 0, 30 - 0, 34 - 0, 37 - 0, 49 - 0
10, |, 5.4, 3.7, 1.5, 0.2, |, Iris-setosa, |, 5 - 0, 14 - 0, 16 - 0, 18 - 0, 20 - 0, 31 - 0, 33 - 0, 36 - 0, 48 - 0
11, |, 4.8, 3.4, 1.6, 0.2, |, Iris-setosa, |, 2 - 0, 6 - 0, 7 - 0, 24 - 0, 26 - 0, 29 - 0
12, |, 4.8, 3, 1.4, 0.1, |, Iris-setosa, |, 1 - 0, 2 - 0, 3 - 0, 9 - 0, 30 - 0, 34 - 0, 37 - 0, 45 - 0
13, |, 4.3, 3, 1.1, 0.1, |, Iris-setosa, |, 38 - 0
14, |, 5.8, 4, 1.2, 0.2, |, Iris-setosa, |, 10 - 0, 16 - 0, 18 - 0, 33 - 0, 36 - 0
15, |, 5.7, 4.4, 1.5, 0.4, |, Iris-setosa, |, 18 - 0, 33 - 0
16, |, 5.4, 3.9, 1.3, 0.4, |, Iris-setosa, |, 5 - 0, 10 - 0, 14 - 0, 19 - 0, 21 - 0, 32 - 0, 33 - 0, 36 - 0, 48 - 0
17, |, 5.1, 3.5, 1.4, 0.3, |, Iris-setosa, |, 0 - 0, 4 - 0, 7 - 0, 21 - 0, 26 - 0, 27 - 0, 28 - 0, 39 - 0, 40 - 0, 49 - 0
18, |, 5.7, 3.8, 1.7, 0.3, |, Iris-setosa, |, 5 - 0, 10 - 0, 14 - 0, 15 - 0, 20 - 0, 33 - 0
19, |, 5.1, 3.8, 1.5, 0.3, |, Iris-setosa, |, 4 - 0, 5 - 0, 16 - 0, 21 - 0, 27 - 0, 32 - 0, 46 - 0, 48 - 0
20, |, 5.4, 3.4, 1.7, 0.2, |, Iris-setosa, |, 10 - 0, 18 - 0, 23 - 0, 27 - 0, 31 - 0, 36 - 0, 44 - 0
21, |, 5.1, 3.7, 1.5, 0.4, |, Iris-setosa, |, 4 - 0, 5 - 0, 16 - 0, 17 - 0, 19 - 0, 26 - 0, 27 - 0, 43 - 0, 44 - 0
22, |, 4.6, 3.6, 1, 0.2, |, Iris-setosa, |, 2 - 0, 6 - 0, 40 - 0, 42 - 0
23, |, 5.1, 3.3, 1.7, 0.5, |, Iris-setosa, |, 20 - 0, 25 - 0, 26 - 0, 31 - 0, 43 - 0, 98 - 1
24, |, 4.8, 3.4, 1.9, 0.2, |, Iris-setosa, |, 11 - 0, 26 - 0, 29 - 0, 44 - 0, 46 - 0, 98 - 1
25, |, 5, 3, 1.6, 0.2, |, Iris-setosa, |, 1 - 0, 9 - 0, 23 - 0, 26 - 0, 30 - 0, 34 - 0, 37 - 0
26, |, 5, 3.4, 1.6, 0.4, |, Iris-setosa, |, 7 - 0, 11 - 0, 17 - 0, 21 - 0, 23 - 0, 24 - 0, 25 - 0, 30 - 0, 31 - 0, 39 - 0, 43 - 0, 44 - 0
27, |, 5.2, 3.5, 1.5, 0.2, |, Iris-setosa, |, 0 - 0, 17 - 0, 19 - 0, 20 - 0, 21 - 0, 28 - 0, 31 - 0, 36 - 0, 39 - 0, 48 - 0
28, |, 5.2, 3.4, 1.4, 0.2, |, Iris-setosa, |, 0 - 0, 17 - 0, 27 - 0, 31 - 0, 36 - 0, 39 - 0, 49 - 0
29, |, 4.7, 3.2, 1.6, 0.2, |, Iris-setosa, |, 3 - 0, 11 - 0, 24 - 0, 30 - 0, 49 - 0
30, |, 4.8, 3.1, 1.6, 0.2, |, Iris-setosa, |, 2 - 0, 3 - 0, 9 - 0, 12 - 0, 25 - 0, 26 - 0, 29 - 0, 34 - 0, 37 - 0, 45 - 0
31, |, 5.4, 3.4, 1.5, 0.4, |, Iris-setosa, |, 10 - 0, 20 - 0, 23 - 0, 26 - 0, 27 - 0, 28 - 0, 36 - 0, 43 - 0
32, |, 5.2, 4.1, 1.5, 0.1, |, Iris-setosa, |, 5 - 0, 16 - 0, 19 - 0, 33 - 0, 46 - 0, 48 - 0
33, |, 5.5, 4.2, 1.4, 0.2, |, Iris-setosa, |, 5 - 0, 10 - 0, 14 - 0, 15 - 0, 16 - 0, 18 - 0, 32 - 0
34, |, 4.9, 3.1, 1.5, 0.1, |, Iris-setosa, |, 1 - 0, 2 - 0, 9 - 0, 12 - 0, 25 - 0, 30 - 0, 37 - 0, 49 - 0
35, |, 5, 3.2, 1.2, 0.2, |, Iris-setosa, |, 1 - 0, 2 - 0, 40 - 0, 49 - 0
36, |, 5.5, 3.5, 1.3, 0.2, |, Iris-setosa, |, 10 - 0, 14 - 0, 16 - 0, 20 - 0, 27 - 0, 28 - 0, 31 - 0
37, |, 4.9, 3.1, 1.5, 0.1, |, Iris-setosa, |, 1 - 0, 2 - 0, 9 - 0, 12 - 0, 25 - 0, 30 - 0, 34 - 0, 49 - 0
38, |, 4.4, 3, 1.3, 0.2, |, Iris-setosa, |, 3 - 0, 8 - 0, 13 - 0, 42 - 0
39, |, 5.1, 3.4, 1.5, 0.2, |, Iris-setosa, |, 0 - 0, 7 - 0, 17 - 0, 26 - 0, 27 - 0, 28 - 0, 49 - 0
40, |, 5, 3.5, 1.3, 0.3, |, Iris-setosa, |, 0 - 0, 4 - 0, 6 - 0, 17 - 0, 22 - 0, 35 - 0, 49 - 0
41, |, 4.5, 2.3, 1.3, 0.3, |, Iris-setosa, |, 8 - 0
42, |, 4.4, 3.2, 1.3, 0.2, |, Iris-setosa, |, 6 - 0, 22 - 0, 38 - 0, 47 - 0
43, |, 5, 3.5, 1.6, 0.6, |, Iris-setosa, |, 21 - 0, 23 - 0, 26 - 0, 31 - 0, 44 - 0
44, |, 5.1, 3.8, 1.9, 0.4, |, Iris-setosa, |, 5 - 0, 20 - 0, 21 - 0, 24 - 0, 26 - 0, 43 - 0, 46 - 0
45, |, 4.8, 3, 1.4, 0.3, |, Iris-setosa, |, 1 - 0, 2 - 0, 3 - 0, 12 - 0, 30 - 0
46, |, 5.1, 3.8, 1.6, 0.2, |, Iris-setosa, |, 5 - 0, 19 - 0, 24 - 0, 32 - 0, 44 - 0, 48 - 0
47, |, 4.6, 3.2, 1.4, 0.2, |, Iris-setosa, |, 2 - 0, 3 - 0, 6 - 0, 42 - 0
48, |, 5.3, 3.7, 1.5, 0.2, |, Iris-setosa, |, 4 - 0, 5 - 0, 10 - 0, 16 - 0, 19 - 0, 27 - 0, 32 - 0, 46 - 0
49, |, 5, 3.3, 1.4, 0.2, |, Iris-setosa, |, 0 - 0, 1 - 0, 2 - 0, 7 - 0, 9 - 0, 17 - 0, 28 - 0, 29 - 0, 34 - 0, 35 - 0, 37 - 0, 39 - 0, 40 - 0
50, |, 7, 3.2, 4.7, 1.4, |, Iris-versicolor, |, 52 - 0, 65 - 0, 86 - 0
51, |, 6.4, 3.2, 4.5, 1.5, |, Iris-versicolor, |, 54 - 0, 56 - 0, 75 - 0, 86 - 0, 91 - 0, 97 - 0
52, |, 6.9, 3.1, 4.9, 1.5, |, Iris-versicolor, |, 50 - 0, 76 - 0, 77 - 0, 86 - 0, 129 - 1
53, |, 5.5, 2.3, 4, 1.3, |, Iris-versicolor, |, 62 - 0, 68 - 0, 69 - 0, 80 - 0, 89 - 0, 106 - 1
54, |, 6.5, 2.8, 4.6, 1.5, |, Iris-versicolor, |, 51 - 0, 58 - 0, 63 - 0, 72 - 0, 74 - 0, 75 - 0, 76 - 0, 86 - 0, 87 - 0, 91 - 0, 123 - 1, 126 - 1, 133 - 1
55, |, 5.7, 2.8, 4.5, 1.3, |, Iris-versicolor, |, 66 - 0, 68 - 0, 73 - 0, 78 - 0, 90 - 0, 94 - 0, 96 - 0, 119 - 1
56, |, 6.3, 3.3, 4.7, 1.6, |, Iris-versicolor, |, 51 - 0, 70 - 0, 77 - 0, 85 - 0, 91 - 0, 110 - 1, 127 - 1, 133 - 1, 138 - 1
57, |, 4.9, 2.4, 3.3, 1, |, Iris-versicolor, |, 59 - 0, 93 - 0, 98 - 0
58, |, 6.6, 2.9, 4.6, 1.3, |, Iris-versicolor, |, 54 - 0, 73 - 0, 75 - 0, 76 - 0, 86 - 0, 91 - 0
59, |, 5.2, 2.7, 3.9, 1.4, |, Iris-versicolor, |, 57 - 0, 64 - 0, 84 - 0, 88 - 0, 89 - 0, 106 - 1
60, |, 5, 2, 3.5, 1, |, Iris-versicolor, |, 81 - 0, 93 - 0
61, |, 5.9, 3, 4.2, 1.5, |, Iris-versicolor, |, 66 - 0, 71 - 0, 78 - 0, 85 - 0, 96 - 0, 97 - 0
62, |, 6, 2.2, 4, 1, |, Iris-versicolor, |, 53 - 0, 69 - 0, 87 - 0, 92 - 0
