0, 5
0, 12
0, 29
0, 37
0, 40
0, 50
0, 51
0, 57
1, 5
1, 7
1, 22
1, 37
1, 39
1, 53
2, 19
2, 41
2, 45
2, 48
3, 8
3, 17
3, 28
3, 35
3, 36
3, 40
3, 47
4, 9
4, 13
4, 21
4, 38
4, 43
5, 30
5, 50
6, 27
6, 31
6, 32
6, 39
6, 51
7, 16
7, 25
7, 30
7, 31
7, 47
7, 53
8, 14
8, 28
8, 36
9, 17
9, 21
9, 26
9, 33
10, 13
10, 21
10, 26
11, 17
11, 33
11, 40
11, 42
11, 49
11, 56
11, 57
12, 34
12, 44
12, 51
12, 59
13, 21
13, 25
13, 31
13, 46
14, 15
14, 20
14, 24
14, 58
15, 28
16, 29
16, 30
16, 40
17, 26
17, 35
17, 36
18, 23
18, 27
18, 29
19, 55
19, 59
20, 24
20, 40
20, 41
20, 45
20, 57
21, 25
21, 35
21, 36
21, 43
22, 35
22, 37
22, 39
22, 53
22, 56
23, 27
23, 29
23, 48
25, 31
25, 35
25, 47
26, 33
26, 42
27, 29
27, 44
27, 51
28, 47
29, 41
29, 44
29, 48
29, 51
29, 57
31, 38
31, 39
31, 52
32, 39
33, 42
33, 56
34, 54
34, 56
35, 47
35, 52
35, 53
37, 53
38, 46
39, 50
39, 52
40, 47
40, 53
40, 57
40, 58
41, 44
41, 45
41, 48
41, 57
41, 59
42, 49
43, 52
44, 48
44, 55
44, 59
47, 53
49, 57
49, 58
50, 51
54, 59
57, 58
57, 59
60, 64
60, 66
60, 70
60, 82
60, 87
60, 90
60, 102
60, 106
61, 78
61, 85
61, 87
61, 98
61, 101
61, 110
62, 67
62, 74
62, 82
62, 83
62, 109
63, 71
63, 86
63, 109
63, 112
64, 70
64, 82
64, 95
64, 97
64, 102
64, 105
64, 110
65, 74
65, 75
66, 70
66, 77
66, 90
67, 75
67, 87
67, 93
67, 106
68, 69
68, 73
68, 81
68, 98
69, 78
69, 81
69, 94
69, 97
69, 100
69, 108
69, 110
